,title,author,name,timeRange,update_Interval,Raum,metadatacreated,license
261,Entsorgungskalender Kehricht,"Entsorgung + Recycling Zürich, Tiefbau- und Entsorgungsdepartement",erz_entsorgungskalender_kehricht,2021,['jaehrlich'],Stadt Zürich nach PLZ,"['2020-12-22', '08:34:23.171166']",cc-zero
262,Wildtierkorridore (OGD) (kantonaler Datensatz),"Fischerei- und Jagdverwaltung, Amt für Landschaft und Natur, Kanton Zürich",ktzh_wildtierkorridore__ogd_,15.12.2020,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:02:53.503351']",cc-zero
263,Biotoptypenkartierung 2020,"Naturschutz, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_biotoptypenkartierung_2020,14.12.2020,['keines'],Stadt Zürich,"['2020-12-17', '03:02:50.072980']",cc-zero
264,"Todesfälle nach aggregierter Todesursache, seit 1974","Sektion Gesundheit, Bundesamt für Statistik",bfs_bevreg_todesursache_seit1974_od3100,1974–2018,['jaehrlich'],Stadt Zürich,"['2019-07-29', '13:25:45.849521']",cc-zero
265,"Todesfälle nach aggregierter Todesursache, Altersklasse und Geschlecht, seit 1995","Sektion Gesundheit, Bundesamt für Statistik",bfs_bevreg_todesursache-aggregiert_alter_geschlecht_seit1995_od3120,1995–2018,['jaehrlich'],Stadt Zürich,"['2019-07-29', '13:24:57.473006']",cc-zero
266,"Todesfälle nach Todesursache, Altersklasse und Geschlecht, seit 1995","Sektion Gesundheit, Bundesamt für Statistik",bfs_bevreg_todesursache_alter_geschlecht_seit1995_od3110,1995–2018,['jaehrlich'],Stadt Zürich,"['2019-07-29', '13:36:17.559506']",cc-zero
267,Stillgewaesserinventar,"Naturschutz, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_stillgewaesserinventar,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:12:39.184586']",cc-zero
268,PM2.5-Immissionen (OGD) (kantonaler Datensatz),"Abteilung Luft, Klima und Strahlung, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_pm2-5_immissionen__ogd_,01.12.2020,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:01:28.780564']",cc-zero
269,NO2-Immissionen (OGD) (kantonaler Datensatz),"Abteilung Luft, Klima und Strahlung, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_no2_immissionen__ogd_,01.12.2020,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:07:59.531920']",cc-zero
270,PM10-Immissionen (OGD) (kantonaler Datensatz),"Abteilung Luft, Klima und Strahlung, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_pm10_immissionen__ogd_,01.12.2020,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:11:59.949522']",cc-zero
271,"Zweitwohnungen und Apartments nach Stadtquartier, Bauperiode und Zimmerzahl","Statistik Stadt Zürich, Präsidialdepartement",bau_zweitwhg_apartment_quartier_bauperiode_zizahl_od5414,Juni 2020,['jaehrlich'],Stadt Zürich,"['2020-11-17', '09:41:01.684723']",cc-zero
272,Landwirtschaftliche Nutzungsflächen (OGD) (kantonaler Datensatz),"Abteilung Landwirtschaft, Amt für Landschaft und Natur, Kanton Zürich",ktzh_landwirtschaftliche_nutzungsflaechen__ogd_,13.11.2020,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:08:38.054130']",cc-zero
273,Monatlich aktualisierte Luftqualitätsmessungen (Nachführung eingestellt),"Fachbereich Labor, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",luftqualitaet-historisierte-messungen,Januar 1983 - Oktober 2020,['monatlich'],Stadt Zürich,"['2019-07-30', '14:50:05.348251']",cc-zero
274,Jagdreviergrenzen (OGD) (kantonaler Datensatz),"Fischerei- und Jagdverwaltung, Amt für Landschaft und Natur, Kanton Zürich",ktzh_jagdreviergrenzen__ogd_,19.10.2020,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:09:12.911921']",cc-zero
275,Velopumpstationen,"Grundlagen + Strategien, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_velopumpstationen,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:13:49.867302']",cc-zero
276,Räumliche Gebäudestatistik (OGD) (kantonaler Datensatz),", Statistisches Amt  des Kantons Zürich, Kanton Zürich",ktzh_raeumliche_gebaeudestatistik__ogd_,02.10.2020,['quartalsweise'],Kanton Zürich,"['2021-10-28', '03:06:57.738268']",cc-zero
277,Räumliche Beschäftigtenstatistik (OGD) (kantonaler Datensatz),", Statistisches Amt  des Kantons Zürich, Kanton Zürich",ktzh_raeumliche_beschaeftigtenstatistik__ogd_,02.10.2020,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:06:16.725241']",cc-zero
278,Räumliche Bevölkerungsstatistik (OGD) (kantonaler Datensatz),", Statistisches Amt  des Kantons Zürich, Kanton Zürich",ktzh_raeumliche_bevoelkerungsstatistik__ogd_,02.10.2020,['quartalsweise'],Kanton Zürich,"['2021-10-28', '03:12:02.137291']",cc-zero
279,Orthofoto 2020 Kanton Zürich - Sommer - inkl. Infrarot - 1m,"Amt für Raumentwicklung, Baudirektion",geo_orthofoto_2020_kanton_zuerich___sommer___inkl-_infrarot___1m,31.08.2020,['keines'],Stadt Zürich und angrenzende Gemeinden,"['2021-09-01', '02:02:53.673287']",cc-zero
280,Orthofoto Sommer RGB/Infrarot 2020 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_orthofoto_sommer_rgb_infrarot_2020__ogd_,31.08.2020,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:02:27.026109']",cc-zero
281,Regionaler Richtplan (OGD) (kantonaler Datensatz),"Abteilung Raumplanung, Amt für Raumentwicklung, Kanton Zürich",ktzh_regionaler_richtplan__ogd_,28.08.2020,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:02:36.304656']",cc-zero
282,Aufschüttung,"Stadtarchäologie, Amt für Städtebau, Hochbaudepartement",geo_aufschuettung,Laufende Nachführung,['monatlich'],Stadt Zürich,"['2019-11-18', '09:00:14.097195']",cc-zero
283,Behindertenparkplätze,"Grundlagen + Strategien, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_behindertenparkplaetze,Laufende Nachführung,['jaehrlich'],Stadt Zürich,"['2019-11-20', '03:02:53.936095']",cc-zero
284,Gebietseinteilung GSZ - GB Park- und Grünanlagen,"Produkteverantw.  & Unterstützungsfunk., Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_gebietseinteilung_gsz___gb_park__und_gruenanlagen,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich und angrenzende Gemeinden,"['2019-11-18', '09:07:26.698046']",cc-zero
285,ÖV-Güteklassen (OGD) (kantonaler Datensatz),"Mobilitätsentwicklung und -steuerung, Amt für Mobilität, Kanton Zürich",ktzh_oev_gueteklassen__ogd_,10.07.2020,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:04:08.247909']",cc-zero
286,Veloparkierungsanlagen (OGD) (kantonaler Datensatz),"Mobilitätsentwicklung und -steuerung, Amt für Mobilität, Kanton Zürich",ktzh_veloparkierungsanlagen__ogd_,10.07.2020,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:07:28.787191']",cc-zero
287,Denkmalschutzobjekte Polygone (OGD) (OGD) (kantonaler Datensatz),"Kantonale Denkmalpflege, Amt für Raumentwicklung, Kanton Zürich",ktzh_denkmalschutzobjekte_polygone__ogd___ogd_,Laufende Nachführung,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:02:01.143102']",cc-zero
288,Alleenkonzept,"Produkteverantw.  & Unterstützungsfunk., Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_alleenkonzept,Laufende Nachführung,['jaehrlich'],Stadt Zürich und angrenzende Gemeinden,"['2019-11-18', '09:08:15.237957']",cc-zero
289,Teilplan Entlastungssystem Rasterkarte,"Freiraumplanung 2, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_teilplan_entlastungssystem_rasterkarte,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2021-04-15', '02:02:34.004077']",cc-zero
290,Arbeitszonenbewirtschaftung (OGD) (kantonaler Datensatz),", Statistisches Amt  des Kantons Zürich, Kanton Zürich",ktzh_arbeitszonenbewirtschaftung__ogd_,27.04.2020,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:11:07.896564']",cc-zero
291,Quartieranalyse (OGD) (kantonaler Datensatz),", Statistisches Amt  des Kantons Zürich, Kanton Zürich",ktzh_quartieranalyse__ogd_,27.04.2020,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:11:19.393419']",cc-zero
292,Gewerbebauland (OGD) (kantonaler Datensatz),", Statistisches Amt  des Kantons Zürich, Kanton Zürich",ktzh_gewerbebauland__ogd_,27.04.2020,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:03:37.452284']",cc-zero
293,Luftbild-Bestandeskarte (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_luftbild_bestandeskarte__ogd_,22.04.2020,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:09:02.835827']",cc-zero
294,Bevölkerungsszenarien 2020 – 2040,"Statistik Stadt Zürich, Präsidialdepartement",bev_szenarien_od3440,1993–2040,['jaehrlich'],Stadt Zürich,"['2019-07-29', '13:23:58.889314']",cc-zero
295,"Wohnungsbestand nach Art des Energieträgers, Statistischer Zone und Bauperiode seit 2017","Statistik Stadt Zürich, Gebäude- und Wohnungsregister",bau_best_whg_energietraegerart_seit2017_od5331,2017-2019,['jaehrlich'],Stadt Zürich,"['2020-06-09', '09:15:42.933372']",cc-zero
296,Gebäude verkippt,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_gebaeude_verkippt,Laufende Nachführung,['woechentlich'],Stadt Zürich,"['2020-03-03', '03:02:01.524000']",cc-zero
297,Lehrpfade,"Kommunikation, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_lehrpfade,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:18:18.644077']",cc-zero
298,"Historisierte Bestände der Gastwirtschaftsbetriebe, 2012-2020","Fachgruppe Bewilligung Gastro (BG), Kommissariat Wirtschaftspolizei, Stadtpolizei, Sicherheitsdepartement",sid_wipo_gastwirtschaftsbetriebe,2012-2020,['jaehrlich'],Stadt Zürich,"['2019-07-29', '13:37:06.732784']",cc-zero
299,Kleinquartiere,"Kompetenzzentren, Amt für Städtebau, Hochbaudepartement",geo_kleinquartiere,Laufende Nachführung,['jaehrlich'],Stadt Zürich,"['2019-11-18', '08:55:39.269860']",cc-zero
300,Teilplan Hitzeminderung Rasterkarte,"Freiraumplanung 2, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_teilplan_hitzeminderung_rasterkarte,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2021-04-15', '02:02:31.517166']",cc-zero
301,Teilplan Kaltluftsystem Rasterkarte,"Freiraumplanung 2, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_teilplan_kaltluftsystem_rasterkarte,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2021-04-15', '02:02:28.180660']",cc-zero
302,Amtliche Vermessungsdaten Stadt Zürich Jahresendstand 2019,"Kataster, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_amtliche_vermessungsdaten_stadt_zuerich_jahresendstand_2019,08.01.2020,['keines'],Stadt Zürich,"['2020-01-17', '03:01:53.935466']",cc-zero
303,Nutzungsplanung - kommunale Bau- und Zonenordnung (BZO) Jahresendstand 2019,"Raumentwicklung & Architektur, Amt für Städtebau, Hochbaudepartement",geo_nutzungsplanung___kommunale_bau__und_zonenordnung__bzo__jahresendstand_2019,06.01.2020,['keines'],Stadt Zürich,"['2020-01-21', '03:01:50.921550']",cc-zero
304,3D-Blockmodell LoD1 Jahresendstand 2019,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_3d_blockmodell_lod1_jahresendstand_2019,01.01.2020,['keines'],Stadt Zürich,"['2020-09-10', '02:02:57.607676']",cc-zero
305,Lichte Wälder (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_lichte_waelder__ogd_,31.12.2019,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:04:21.674806']",cc-zero
306,Relief Digitales Oberflächenmodell (DOM) - 2017/2018 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_relief_digitales_oberflaechenmodell__dom____2017_2018__ogd_,31.12.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:04:26.381866']",cc-zero
307,Relief Digitales Terrainmodell (DTM) - 2017/2018 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_relief_digitales_terrainmodell__dtm____2017_2018__ogd_,31.12.2019,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:01:42.014215']",cc-zero
308,Gebäudealter (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_gebaeudealter__ogd_,31.12.2019,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:07:44.422197']",cc-zero
309,Digitales Terrainmodell (DTM) - 2017/2018 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_digitales_terrainmodell__dtm____2017_2018__ogd_,31.12.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:10:22.815939']",cc-zero
310,Raumplanungsregionen (OGD) (kantonaler Datensatz),"Abteilung Raumplanung, Amt für Raumentwicklung, Kanton Zürich",ktzh_raumplanungsregionen__ogd_,31.12.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:07:32.113007']",cc-zero
311,Überbauungs- und Erschliessungsstand der Gemeinden (OGD) (kantonaler Datensatz),"Abteilung Raumplanung, Amt für Raumentwicklung, Kanton Zürich",ktzh_ueberbauungs__und_erschliessungsstand_der_gemeinden__ogd_,31.12.2019,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:08:06.306164']",cc-zero
312,Öffentlich zugängliche Strassenparkplätze OGD,"Grundlagen + Strategien, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_oeffentlich_zugaengliche_strassenparkplaetze_ogd,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:19:25.679571']",cc-zero
313,Tarifzonen des öffentlichen Verkehrs (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_tarifzonen_des_oeffentlichen_verkehrs__ogd_,22.12.2019,['jaehrlich'],Kanton Zürich,"['2021-10-28', '03:07:36.086936']",cc-zero
314,Daten der Bevölkerungsbefragung der Stadt Zürich 1999 bis 2019,"Stadtentwicklung und Statistik Stadt Zürich, Präsidialdepartement",prd_stez_bevoelkerungsbefragungen_seit1999_od4730,1999 bis 2019,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-12-12', '07:54:01.275553']",cc-zero
315,Gewässerschutzbereiche  (OGD) (kantonaler Datensatz),"Abteilung Gewässerschutz, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_gewaesserschutzbereiche___ogd_,09.12.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:11:14.404493']",cc-zero
316,Siedlungsgebiet,"Energiebeauftragte, Departementssekretariat DIB, Departement der Industriellen Betriebe",geo_siedlungsgebiet,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-30', '03:03:14.036529']",cc-zero
317,Ausbauetappen Fernwärme (ewz),"Q, ewz, Elektrizitätswerk der Stadt Zürich, Departement der Industriellen Betriebe",geo_ausbauetappen_fernwaerme__ewz_,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:55:44.882279']",cc-zero
318,"Beteiligung am Urnengang der Nationalrats- und Ständeratswahlen nach Stadtquartier, seit 2007","Stadtkanzlei, Allgemeine Verwaltung",politik_nationalratswahlen_btg_urnengang_quartier_od7037,2007 - 2019,['alle 4 Jahre'],Stadt Zürich,"['2019-11-14', '08:45:25.288157']",cc-zero
319,"Beteiligung am Urnengang der Nationalrats- und Ständeratswahlen nach Alter und Geschlecht, seit 2007","Stadtkanzlei, Allgemeine Verwaltung",politik_nationalratswahlen_btg_urnengang_alter_geschlecht_od7039,2007 - 2019,['alle 4 Jahre'],Stadt Zürich,"['2019-11-14', '08:45:27.412464']",cc-zero
320,"Wahlbeteiligung bei den Nationalratswahlen in der Stadt Zürich, seit 1920","Statistik Stadt Zürich, Präsidialdepartement",politik_nationalratswahlen_wahlbeteiligung_seit1920_od7034,1922–2019,['alle 4 Jahre'],Stadt Zürich,"['2019-07-29', '13:30:39.154998']",cc-zero
321,"Beteiligung am Urnengang der Nationalrats- und Ständeratswahlen, nach erstmaliger Teilnahme, seit 2007","Stadtkanzlei, Allgemeine Verwaltung",politik_nationalratswahlen_btg_urnengang_erstwaehlende_od7038,2007 - 2019,['alle 4 Jahre'],Stadt Zürich,"['2019-11-14', '08:45:29.210616']",cc-zero
322,Höhenlinien 2018,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_hoehenlinien_2018,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2021-10-28', '02:02:28.976676']",cc-zero
323,Verkehrslastklassen,"Strassen, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_verkehrslastklassen,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2020-04-29', '02:01:47.805379']",cc-zero
324,Hochwasserrückhaltebecken (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_hochwasserrueckhaltebecken__ogd_,04.11.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-11-06', '04:02:53.531522']",cc-zero
325,Stadtpolizei,"INFO, Stadtpolizei, Sicherheitsdepartement",geo_stadtpolizei,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:08:59.117666']",cc-zero
326,Fliessgewässertypisierung (OGD) (kantonaler Datensatz),"Abteilung Gewässerschutz, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_fliessgewaessertypisierung__ogd_,01.11.2019,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:05:09.201102']",cc-zero
327,"Relative Parteistärke bei den Nationalratswahlen in der Stadt Zürich, seit 1920","Statistik Stadt Zürich, Präsidialdepartement",politik_nationalratswahlen_parteistaerke_seit1920_od7035,1922–2019,['alle 4 Jahre'],Stadt Zürich,"['2019-07-29', '13:26:49.494123']",cc-zero
328,Ökomorphologische Erhebung der Seeufer (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_oekomorphologische_erhebung_der_seeufer__ogd_,04.10.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:06:07.491571']",cc-zero
329,Abstimmungsgeräte TAZ,"Grundlagen + Strategien, Tiefbauamt, Tiefbau- und Entsorgungsdepartement",geo_abstimmungsgeraete_taz,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:13:32.417430']",cc-zero
330,Schwerpunktgebiete NSGK (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_schwerpunktgebiete_nsgk__ogd_,03.09.2019,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:02:03.403354']",cc-zero
331,Historischer Übersichtsplan der Stadt Zürich um 2019,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_2019,01.09.2019,['keines'],Stadt Zürich,"['2020-03-22', '03:01:51.632896']",cc-zero
332,"Notariats-, Grundbuch- und Konkursamtskreise (OGD) (kantonaler Datensatz)","Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_notariats___grundbuch__und_konkursamtskreise__ogd_,12.08.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:07:49.260822']",cc-zero
333,Oberflächenabfluss (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_oberflaechenabfluss__ogd_,11.07.2019,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:07:54.232952']",cc-zero
334,Gebäudebrüter,"Naturschutz, Grün Stadt Zürich, Tiefbau- und Entsorgungsdepartement",geo_gebaeudebrueter,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '08:59:21.842433']",cc-zero
335,Naturgefahrenkarte (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_naturgefahrenkarte__ogd_,Laufende Nachführung,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:05:39.178741']",cc-zero
336,Forstkreise (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_forstkreise__ogd_,23.05.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:03:29.308289']",cc-zero
337,Gruppenunterrichte im 1. Semester 2019/2020 der Musikschule Konservatorium Zürich,"Musikschule Konservatorium Zürich, Schul- und Sportdepartement",ssd_mkz_gruppenunterrichte,Stand Mai 2019,['halbjaehrlich'],Stadt Zürich,"['2019-07-29', '13:23:04.886759']",cc-zero
338,Betreuungsgebiete Naturschutz (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_betreuungsgebiete_naturschutz__ogd_,15.05.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:07:13.436522']",cc-zero
339,Naturräume des Kantons Zürich (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_naturraeume_des_kantons_zuerich__ogd_,08.05.2019,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:05:13.282673']",cc-zero
340,Standorte der Musikschule Konservatorium Zürich (MKZ) im 1. Semester 2019/2020,"Musikschule Konservatorium Zürich, Schul- und Sportdepartement",ssd_mkz_standorte,Stand Mai 2019,['halbjaehrlich'],Stadt Zürich,"['2019-07-29', '13:33:41.046860']",cc-zero
341,"Beteiligung am Urnengang der Kantonsrats- und Regierungsratswahlen, nach erstmaliger Teilnahme, seit 2015","Stadtkanzlei, Allgemeine Verwaltung",politik_kantonsratswahlen_btg_urnengang_erstwaehlende_od7028,2015 - 2019,['alle 4 Jahre'],Stadt Zürich,"['2019-07-29', '13:25:09.661497']",cc-zero
342,"Beteiligung am Urnengang der Kantons- und Regierungsratswahlen nach Stadtquartier, seit 2015","Stadtkanzlei, Allgemeine Verwaltung",politik_kantonsratswahlen_btg_urnengang_quartier_od7027,2015 - 2019,['alle 4 Jahre'],Stadt Zürich,"['2019-07-29', '13:24:41.485677']",cc-zero
343,"Beteiligung am Urnengang der Kantons- und Regierungsratswahlen nach Alter und Geschlecht, seit 2015","Stadtkanzlei, Allgemeine Verwaltung",politik_kantonsratswahlen_btg_urnengang_alter_geschl_od7029,2015 - 2019,['alle 4 Jahre'],Stadt Zürich,"['2019-07-29', '13:24:55.867411']",cc-zero
344,Isohypsen DTM - 2017/2018 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_isohypsen_dtm___2017_2018__ogd_,12.04.2019,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:12:14.902222']",cc-zero
345,"Wahlbeteiligung bei den Kantonsratswahlen in der Stadt Zürich, seit 1920","Statistik Stadt Zürich, Präsidialdepartement",politik_kantonsratswahlen_wahlbeteiligung_seit1920_od7024,1920–2019,['alle 4 Jahre'],Stadt Zürich,"['2019-07-29', '13:18:36.546034']",cc-zero
346,"Relative Parteistärke bei den Kantonsratswahlen in der Stadt Zürich, seit 1920","Statistik Stadt Zürich, Präsidialdepartement",politik_kantonsratswahlen_parteistaerke_seit1920_od7025,1920–2019,['alle 4 Jahre'],Stadt Zürich,"['2019-07-29', '13:18:51.603386']",cc-zero
347,Feuerwehr (OGD) (kantonaler Datensatz),", Gebäudeversicherung Kanton Zürich, Kanton Zürich",ktzh_feuerwehr__ogd_,20.03.2019,['sporadisch oder unregelmaessig'],Kanton Zürich,"['2021-10-28', '03:06:29.838586']",cc-zero
348,"Beteiligung am Urnengang der Stadt- und Gemeinderatswahlen nach erstmaliger Teilnahme, seit 2010","Stadtkanzlei, Allgemeine Verwaltung",politik_gemeinderatswahlen_btg_urnengang_erstwahlende_od7003,2010- 2018,['alle 4 Jahre'],Stadt Zürich,"['2019-07-29', '13:30:22.329781']",cc-zero
349,VBZ-Verkaufsstelle,"Newsroom, Verkehrsbetriebe, Departement der Industriellen Betriebe",geo_vbz_verkaufsstelle,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:09:13.834060']",cc-zero
350,Schulwegübergänge,"STA-PR-S1, Stadtpolizei, Sicherheitsdepartement",geo_schulweguebergaenge,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:16:43.931676']",cc-zero
351,Sport,"Information und Beratung, Sportamt, Schul- und Sportdepartement",geo_sport,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2020-04-02', '02:01:56.235968']",cc-zero
352,Fundbüro,"Newsroom, Verkehrsbetriebe, Departement der Industriellen Betriebe",geo_fundbuero,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:17:58.629115']",cc-zero
353,Pflegezentrum,"Betriebswirtschaft, Gesundheitszentren für das Alter, Gesundheits- und Umweltdepartement",geo_pflegezentrum,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:09:41.646324']",cc-zero
354,Gang dur Züri,"Pädagogik, Schulamt, Schul- und Sportdepartement",geo_gang_dur_zueri,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:16:16.068357']",cc-zero
355,Cargo- und E-Tram,"Entsorgungslogistik, ERZ Entsorgung + Recycling Zürich, Tiefbau- und Entsorgungsdepartement",geo_cargo__und_e_tram,Laufende Nachführung,['woechentlich'],Stadt Zürich,"['2019-11-18', '09:17:04.419184']",cc-zero
356,Kreisschulbehörde,"Infrastruktur, Schulamt, Schul- und Sportdepartement",geo_kreisschulbehoerde,Laufende Nachführung,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2019-11-18', '09:01:19.338563']",cc-zero
