,title,author,name,timeRange,update_Interval,Raum,metadatacreated,license
547,Bodenkartierung der Landwirtschaftsflächen (OGD) (kantonaler Datensatz),"Fachstelle Bodenschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_bodenkartierung_der_landwirtschaftsflaechen__ogd_,31.12.1996,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:03:06.458782']",cc-zero
548,Orthofoto 1995 Stadt Zürich - Sommer,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_1995_stadt_zuerich___sommer,01.07.1995,['keines'],Stadt Zürich,"['2020-09-23', '02:03:47.628923']",cc-zero
549,Reptilien – Inventar (1993) (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_reptilien__inventar__1993___ogd_,31.12.1993,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:06:00.335101']",cc-zero
550,Tagfalter - Inventar (1992) (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_tagfalter___inventar__1992___ogd_,31.12.1992,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:03:49.220271']",cc-zero
551,Historischer Übersichtsplan der Stadt Zürich um 1991,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_1991,31.12.1991,['keines'],Stadt Zürich,"['2019-11-18', '09:02:24.646270']",cc-zero
552,Orthofoto 1990 Stadt Zürich - Sommer,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_1990_stadt_zuerich___sommer,01.08.1990,['keines'],Stadt Zürich,"['2020-09-23', '02:02:48.130577']",cc-zero
553,Historischer Übersichtsplan der Stadt Zürich um 1987,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_1987,31.12.1987,['keines'],Stadt Zürich,"['2019-11-18', '08:58:24.483156']",cc-zero
554,Orthofoto 1985 Stadt Zürich - Sommer,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_1985_stadt_zuerich___sommer,16.07.1985,['keines'],Stadt Zürich,"['2020-09-23', '02:03:21.428332']",cc-zero
555,Libellen – Inventar (1984) (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_libellen__inventar__1984___ogd_,31.12.1984,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:07:09.026896']",cc-zero
556,Historischer Übersichtsplan der Stadt Zürich um 1984,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_1984,31.12.1984,['keines'],Stadt Zürich,"['2019-11-18', '09:05:55.375105']",cc-zero
557,Orthofoto 1981 (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_orthofoto_1981__ogd_,31.12.1981,['keine Nachfuehrung'],einzelne Gemeinden,"['2021-10-28', '03:09:00.083668']",cc-zero
558,Inventar der geologischen und geomorphologischen Objekte1975/80 (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_inventar_der_geologischen_und_geomorphologischen_objekte1975_80__ogd_,31.12.1980,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:10:00.281784']",cc-zero
559,Orthofoto 1980 Stadt Zürich - Sommer,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_1980_stadt_zuerich___sommer,31.12.1980,['keines'],Stadt Zürich,"['2020-09-23', '02:03:11.212773']",cc-zero
560,Inventar der Natur- und Landschaftsschutzgebiete von überkommunaler Bedeutung (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_inventar_der_natur__und_landschaftsschutzgebiete_von_ueberkommunaler_bedeutung__ogd_,31.12.1980,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:03:52.324343']",cc-zero
561,Historischer Übersichtsplan der Stadt Zürich um 1978,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_historischer_uebersichtsplan_der_stadt_zuerich_um_1978,31.12.1978,['keines'],Stadt Zürich,"['2019-11-18', '09:14:37.100904']",cc-zero
562,Arten der Feuchtgebietskartierung (1976 / 1977) (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_arten_der_feuchtgebietskartierung__1976___1977___ogd_,31.12.1977,['keine Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:08:01.396960']",cc-zero
563,Orthofoto 1975-1976 Stadt Zürich - Sommer,"GIS-Zentrum, Geomatik + Vermessung, Tiefbau- und Entsorgungsdepartement",geo_orthofoto_1975_1976_stadt_zuerich___sommer,31.12.1976,['keines'],Stadt Zürich,"['2020-09-23', '02:02:39.411396']",cc-zero
564,ÖREB-Kataster - Abstandslinien (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_oereb_kataster___abstandslinien__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:08:47.395911']",cc-zero
565,Unterkünfte in Zürich (Zürich Tourismus),Zürich Tourismus,zt_unterkunft,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:25:11.272822']",cc-by-sa
566,Gemeinderatswahlen 2010: Resultate aller Kandidierenden und Herkunft der Stimmen,"Stadtkanzlei, Allgemeine Verwaltung",politik-gemeinderatswahlen-2010-resultate,2010,['keines'],Stadt Zürich,"['2015-07-08', '13:34:49.102569']",cc-zero
567,SchweizMobil-Routen (OGD) (kantonaler Datensatz),"Stab, Tiefbauamt, Kanton Zürich",ktzh_schweizmobil_routen__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:04:28.836607']",cc-zero
568,Adressen GIS-ZH (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_adressen_gis_zh__ogd_,,['monatlich'],Kanton Zürich,"['2021-10-28', '03:11:39.304979']",cc-zero
569,Öffentliche Oberflächengewässer (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_oeffentliche_oberflaechengewaesser__ogd_,,['woechentlich'],Kanton Zürich,"['2021-10-28', '03:11:42.915951']",cc-zero
570,Museen in der Region Zürich (Zürich Tourismus),Zürich Tourismus,zt_museen,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:33:38.636522']",cc-by-sa
571,Gemeinderatswahlen 2010: Alle Kandidierenden,"Stadtkanzlei, Allgemeine Verwaltung",politik-gemeinderatswahlen-2010-alle-kandidierenden,2010,['keines'],Stadt Zürich,"['2015-07-08', '13:34:45.460568']",cc-zero
572,AV Strassenachsen (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_av_strassenachsen__ogd_,,['monatlich'],Kanton Zürich,"['2021-10-28', '03:10:25.043278']",cc-zero
573,Seebautenkataster (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_seebautenkataster__ogd_,Laufende Nachführung,['woechentlich'],Kanton Zürich,"['2021-10-28', '03:05:27.761516']",cc-zero
574,Waldrandförderung (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_waldrandfoerderung__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:11:48.457772']",cc-zero
575,Sportangebote in der Region Zürich (Zürich Tourismus),Zürich Tourismus,zt_sport,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:25:12.734246']",cc-by-sa
576,Waldareal (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_waldareal__ogd_,,['monatlich'],Kanton Zürich,"['2021-10-28', '03:05:53.796257']",cc-zero
577,Gastronomie in Zürich (Zürich Tourismus),Zürich Tourismus,zt_gastronomie,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:34:36.995198']",cc-by-sa
578,ÖREB-Kataster - vereinfachtes Datenmodell ZH - Statische Waldgrenzen (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_oereb_kataster___vereinfachtes_datenmodell_zh___statische_waldgrenzen__ogd_,Laufende Nachführung,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:12:17.814876']",cc-zero
579,ÖREB - Kataster der belasteten Standorte (KbS) (OGD) (kantonaler Datensatz),"Abteilung Abfallwirtschaft und Betriebe, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_oereb___kataster_der_belasteten_standorte__kbs___ogd_,Laufende Nachführung,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:12:21.225740']",cc-zero
580,Denkmalschutzobjekte (OGD) (kantonaler Datensatz),"Kantonale Denkmalpflege, Amt für Raumentwicklung, Kanton Zürich",ktzh_denkmalschutzobjekte__ogd_,,['taeglich'],Kanton Zürich,"['2021-10-28', '03:11:34.494790']",cc-zero
581,Strassennetz (OGD) (kantonaler Datensatz),"Stab, Tiefbauamt, Kanton Zürich",ktzh_strassennetz__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:03:57.723035']",cc-zero
582,Haupt- und Nebenstrassen (OGD) (kantonaler Datensatz),"Stab, Tiefbauamt, Kanton Zürich",ktzh_haupt__und_nebenstrassen__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:09:27.139440']",cc-zero
583,ÖREB-Kataster - vereinfachtes Datenmodell ZH - Grundwasserschutzzonen (OGD) (kantonaler Datensatz),"Abteilung Gewässerschutz, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_oereb_kataster___vereinfachtes_datenmodell_zh___grundwasserschutzzonen__ogd_,Laufende Nachführung,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:11:11.140081']",cc-zero
584,Wohnbevölkerung der Agglomeration Zürich nach Altersklasse,"Bundesamt für Statistik, Neuenburg, Sektion Demografie und Migration",agglo-def-2012-wohnbevoelkerung-altersklasse,2013,['jaehrlich'],Agglomeration Zürich,"['2015-07-08', '13:36:20.618614']",cc-zero
585,Täglich aktualisierte Luftqualitätsmessungen (letzte 30 Tage),"Fachbereich Labor, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",luftqualitaet-tages-aktuelle-messungen,Tageswerte der letzten 30 Tage,['taeglich'],Stadt Zürich,"['2015-07-08', '13:36:50.879627']",cc-zero
586,Bars und Lounges in der Region Zürich (Zürich Tourismus),Zürich Tourismus,zt_bars,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:24:59.214816']",cc-by-sa
587,Pflegeplan und NHG-Beitragsflächen (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_pflegeplan_und_nhg_beitragsflaechen__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:11:22.465595']",cc-zero
588,Gewässerraum (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_gewaesserraum__ogd_,Laufende Nachführung,['woechentlich'],Kanton Zürich,"['2021-10-28', '03:11:30.294667']",cc-zero
589,Fahrzeiten 2018 der VBZ im SOLL-IST-Vergleich (Nachführung eingestellt),"Verkehrsbetriebe Zürich, Departement der Industriellen Betriebe",vbz_fahrzeiten_ogd_2018,2018,['woechentlich'],Stadt Zürich,"['2019-08-07', '12:23:15.390947']",cc-zero
590,Stündlich aktualisierte Luftqualitätsmessungen (letzte 7 Tage),"Fachbereich Labor, Umwelt- und Gesundheitsschutz, Gesundheits- und Umweltdepartement",luftqualitaet-stunden-aktuelle-messungen,Stundenwerte der letzten 7 Tage,['stuendlich'],Stadt Zürich,"['2015-07-08', '13:36:48.505368']",cc-zero
591,ÖREB-Kataster - Grundwasser (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_oereb_kataster___grundwasser__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:07:05.532343']",cc-zero
592,Basisplan 1:5000 schwarz/weiss (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_basisplan_1_5000_schwarz_weiss__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:07:20.738173']",cc-zero
593,Veloinfrastruktur Radwege und Radstreifen (OGD) (kantonaler Datensatz),"Mobilitätsentwicklung und -steuerung, Amt für Mobilität, Kanton Zürich",ktzh_veloinfrastruktur_radwege_und_radstreifen__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:01:44.223849']",cc-zero
594,Kunstbauten (OGD) (kantonaler Datensatz),"Projektieren und Realisieren, Tiefbauamt, Kanton Zürich",ktzh_kunstbauten__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:06:21.085051']",cc-zero
595,Sehenswürdigkeiten in der Region Zürich (Zürich Tourismus),Zürich Tourismus,zt_sehenswuerdigkeiten,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:37:26.293709']",cc-by-sa
596,ÖREB-Kataster - vereinfachtes Datenmodell ZH - Grundwasserschutzareale (OGD) (kantonaler Datensatz),"Abteilung Gewässerschutz, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_oereb_kataster___vereinfachtes_datenmodell_zh___grundwasserschutzareale__ogd_,Laufende Nachführung,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:08:28.486986']",cc-zero
597,Fahrzeiten 2019 der VBZ im SOLL-IST-Vergleich (Nachführung eingestellt),"Verkehrsbetriebe Zürich, Departement der Industriellen Betriebe",vbz_fahrzeiten_ogd_2019,06.01.2019 - 04.01.2020,['woechentlich'],Stadt Zürich,"['2020-01-19', '19:18:32.553234']",cc-zero
598,ÖREB-Kataster - vereinfachtes Datenmodell ZH - Nutzungsplanung (Grundnutzung) (OGD) (kantonaler Datensatz),"Abteilung Raumplanung, Amt für Raumentwicklung, Kanton Zürich",ktzh_oereb_kataster___vereinfachtes_datenmodell_zh___nutzungsplanung__grundnutzung___ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:10:27.820584']",cc-zero
599,Kataster der belasteten Standorte (KbS) (OGD) (kantonaler Datensatz),"Abteilung Abfallwirtschaft und Betriebe, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_kataster_der_belasteten_standorte__kbs___ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:04:10.683085']",cc-zero
600,Signalisierte Geschwindigkeit (OGD) (kantonaler Datensatz),"Stab, Tiefbauamt, Kanton Zürich",ktzh_signalisierte_geschwindigkeit__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:11:00.939679']",cc-zero
601,Kulturangebote in der Region Zürich (Zürich Tourismus),Zürich Tourismus,zt_kultur,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:36:22.762405']",cc-by-sa
602,Gemeinderatswahlen 2014: Alle Kandidierenden,"Stadtkanzlei, Allgemeine Verwaltung",politik-gemeinderatswahlen-2014-alle-kandidierenden,2014,['keines'],Stadt Zürich,"['2015-07-08', '13:34:43.677364']",cc-zero
603,"Arbeitsstätten und Beschäftigte nach Jahr, Quartier und NOGA","BFS, Sektion Unternehmensstruktur, Betriebszählung ",wirtschaft-arbeitsstaetten-beschaeftigte-jahr-quartier-noga,"2001, 2005, 2008 ",['sporadisch oder unregelmaessig'],Stadt Zürich ,"['2015-07-08', '13:31:14.852974']",cc-zero
604,Amtliche Vermessung - vereinfachtes Datenmodell Schweiz (AV MOpublic) (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_amtliche_vermessung___vereinfachtes_datenmodell_schweiz__av_mopublic___ogd_,,['woechentlich'],Kanton Zürich,"['2021-10-28', '03:07:40.752495']",cc-zero
605,Gemeinderatswahlen 2006: Alle Kandidierenden,"Stadtkanzlei, Allgemeine Verwaltung",politik-gemeinderatswahlen-2006-alle-kandidierenden,2006,['keines'],Stadt Zürich,"['2015-07-08', '13:34:51.134334']",cc-zero
606,ÖREB-Kataster - Nutzungsplanung (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_oereb_kataster___nutzungsplanung__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:04:53.171459']",cc-zero
607,ÖREB-Kataster - vereinfachtes Datenmodell ZH - Gewässerabstandslinien (OGD) (kantonaler Datensatz),"Abteilung Raumplanung, Amt für Raumentwicklung, Kanton Zürich",ktzh_oereb_kataster___vereinfachtes_datenmodell_zh___gewaesserabstandslinien__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:05:18.134265']",cc-zero
608,Wasserrechte (OGD) (kantonaler Datensatz),"Abteilung Wasserbau, Amt für Abfall, Wasser, Energie und Luft, Kanton Zürich",ktzh_wasserrechte__ogd_,,['woechentlich'],Kanton Zürich,"['2021-10-28', '03:10:05.369802']",cc-zero
609,ÖREB-Kataster - vereinfachtes Datenmodell ZH - Überlagernde Festlegungen (OGD) (kantonaler Datensatz),"Abteilung Raumplanung, Amt für Raumentwicklung, Kanton Zürich",ktzh_oereb_kataster___vereinfachtes_datenmodell_zh___ueberlagernde_festlegungen__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:10:46.681376']",cc-zero
610,Naherholung in der Region Zürich (Zürich Tourismus),Zürich Tourismus,zt_naherholung,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:30:16.649880']",cc-by-sa
611,Basisplan 1:2500 farbig (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_basisplan_1_2500_farbig__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:01:54.146463']",cc-zero
612,Schnittstelle zum Ratsinformationssystem (RIS) des Gemeinderats der Stadt Zürich.,"Parlamentsdienste, Gemeinderat der Stadt Zürich, Allgemeine Verwaltung",parlamentsdienste_ris_api,2002-aktuell,['laufend'],Stadt Zürich,"['2019-07-29', '13:34:38.609609']",cc-zero
613,Parkleitsystem: Echtzeitinformation zu freien Parkplätzen in verschiedenen Parkhäusern,"Verkehrsmanagement, Dienstabteilung Verkehr, Sicherheitsdepartement",parkleitsystem,Echtzeit,['laufend'],Stadt Zürich,"['2015-07-08', '13:36:39.283159']",cc-zero
614,Matchingtabelle Quartiernummern zu Wikidata-ID,"Statistik Stadt Zürich, Präsidialdepartement",matchingtab-quartnr-wikidataid,2014,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2015-07-08', '13:35:18.501578']",cc-zero
615,Gemeinderatswahlen 2014: Resultate aller Kandidierenden und Herkunft der Stimmen,"Stadtkanzlei, Allgemeine Verwaltung",politik-gemeinderatswahlen-2014-resultate,9. Februar 2014,['keines'],Stadt Zürich,"['2015-07-08', '13:34:57.592037']",cc-zero
616,Fussgängerstreifen (OGD) (kantonaler Datensatz),"Stab, Tiefbauamt, Kanton Zürich",ktzh_fussgaengerstreifen__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:06:34.251662']",cc-zero
617,AV Gewässer (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_av_gewaesser__ogd_,,['woechentlich'],Kanton Zürich,"['2021-10-28', '03:07:00.905760']",cc-zero
618,"Umzüge nach Jahr, Quartier, Geschlecht, Altersgruppe, Zivilstand und Familienstellung (Nachführung eingestellt)","Bevölkerungsamt, Präsidialdepartement",bev-umzuege-jahr-quartier-altersgruppe-zivilstand-famstellung,Seit 2000,['jaehrlich'],Stadt Zürich ,"['2015-07-08', '13:34:39.716939']",cc-zero
619,Waldeigentum (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_waldeigentum__ogd_,,['monatlich'],Kanton Zürich,"['2021-10-28', '03:12:24.683181']",cc-zero
620,Kantonsstrassen innerorts und ausserorts  (OGD) (kantonaler Datensatz),"Stab, Tiefbauamt, Kanton Zürich",ktzh_kantonsstrassen_innerorts_und_ausserorts___ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:08:53.203631']",cc-zero
621,Wellness und Dayspa in der Region Zürich (Zürich Tourismus),Zürich Tourismus,zt_wellness,Laufende Nachführung,['laufend'],Metropolregion Zürich,"['2019-07-29', '13:18:45.333764']",cc-by-sa
622,Betriebliche Bestandeskarten (OGD) (kantonaler Datensatz),"Abteilung Wald, Amt für Landschaft und Natur, Kanton Zürich",ktzh_betriebliche_bestandeskarten__ogd_,Laufende Nachführung,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:02:29.198877']",cc-zero
623,ÖREB-Kataster - vereinfachtes Datenmodell ZH - Waldabstandslinien (OGD) (kantonaler Datensatz),"Abteilung Raumplanung, Amt für Raumentwicklung, Kanton Zürich",ktzh_oereb_kataster___vereinfachtes_datenmodell_zh___waldabstandslinien__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:09:17.442922']",cc-zero
624,Beleuchtung (OGD) (kantonaler Datensatz),"Projektieren und Realisieren, Tiefbauamt, Kanton Zürich",ktzh_beleuchtung__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:02:46.053339']",cc-zero
625,Prüfperimeter für Bodenverschiebungen (PBV) (OGD) (kantonaler Datensatz),"Fachstelle Bodenschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_pruefperimeter_fuer_bodenverschiebungen__pbv___ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:09:44.446331']",cc-zero
626,Zuständigkeit Gebietsbetreuung Fachstelle Naturschutz (OGD) (kantonaler Datensatz),"Fachstelle Naturschutz, Amt für Landschaft und Natur, Kanton Zürich",ktzh_zustaendigkeit_gebietsbetreuung_fachstelle_naturschutz__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:09:54.509331']",cc-zero
627,Amtliche Vermessung - Datenmodell Kanton Zürich (DM01AVZH24) (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_amtliche_vermessung___datenmodell_kanton_zuerich__dm01avzh24___ogd_,,['woechentlich'],Kanton Zürich,"['2021-10-28', '03:10:09.429383']",cc-zero
628,Basisplan 1:5000 farbig (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_basisplan_1_5000_farbig__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:02:57.284187']",cc-zero
629,Basisplan 1:10000 farbig (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_basisplan_1_10000_farbig__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:03:08.966016']",cc-zero
630,ÖREB-Kataster - vereinfachtes Datenmodell ZH - Lärmempfindlichkeitsstufen (in Nutzungszonen) (OGD) (kantonaler Datensatz),"Abteilung Raumplanung, Amt für Raumentwicklung, Kanton Zürich",ktzh_oereb_kataster___vereinfachtes_datenmodell_zh___laermempfindlichkeitsstufen__in_nutzungszo,,['laufende Nachfuehrung'],Kanton Zürich,"['2020-07-14', '03:02:09.657310']",cc-zero
631,Amtliche Vermessung - Datenmodell Schweiz (DM01AVCH) (OGD) (kantonaler Datensatz),"Geoinformation, Amt für Raumentwicklung, Kanton Zürich",ktzh_amtliche_vermessung___datenmodell_schweiz__dm01avch___ogd_,,['woechentlich'],Kanton Zürich,"['2021-10-28', '03:03:33.712539']",cc-zero
632,Werkhöfe TBA (OGD) (kantonaler Datensatz),"Stab, Tiefbauamt, Kanton Zürich",ktzh_werkhoefe_tba__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:11:27.005764']",cc-zero
633,Foto-Ansichten der Stadt Zürich aus den Jahren 1870 bis 1900,"Baugeschichtliches Archiv, Amt für Städtebau, Hochbaudepartement",foto-ansichten-1870-1900,1870 - 1900,['keines'],Stadt Zürich ,"['2015-07-08', '13:36:22.964830']",cc-zero
634,"Historische Fotografien des Forstbetriebes Sihlwald,1878-1962","Stadtarchiv Zürich, Präsidialdepartement",historische-fotografien-des-forstbetriebes-sihlwald-1878-1962,1878 - 1962,['keines'],Sihlwald,"['2017-04-26', '08:34:34.915631']",cc-by
635,Bauhistorische Fotosammlung von Uster (1893-1909) von Julius Gujer,"Stadtarchiv und Kläui Bibliothek, Stadt Uster",bauhistorische-fotosammlung-von-uster-1893-1909-von-julius-gujer,1893 - 1909,['keines'],Uster,"['2017-04-26', '12:55:41.661977']",cc-by
636,Fotosammlung des Baugeschichtlichen Archivs (BAZ),"Baugeschichtliches Archiv, Amt für Städtebau, Hochbaudepartement",fotosammlung-des-baugeschichtlichen-archivs-bar,seit 1877,['sporadisch oder unregelmaessig'],Stadt Zürich,"['2017-10-31', '13:09:39.759209']",cc-by
637,"Pfarrbücher der Stadt Zürich, Tauf- und Ehebuch Grossmünster 1708 - 1762","Stadtarchiv Zürich, Präsidialdepartement",pfarrbucher-der-stadt-zurich-tauf-und-ehebuch-grossmunster-1708-1762,1708 – 1762,['keines'],Stadt Zürich,"['2017-04-28', '12:09:42.822755']",cc-by
638,Fahrzeiten 2015 der VBZ im SOLL-IST-Vergleich (Nachführung eingestellt),"Verkehrsbetriebe Zürich, Departement der Industriellen Betriebe",vbz_fahrzeiten_ogd_2015,2015,['woechentlich'],Stadt Zürich,"['2019-08-07', '15:16:49.171724']",cc-zero
639,Fahrzeiten 2020 der VBZ im SOLL-IST-Vergleich (Nachführung eingestellt),"Verkehrsbetriebe Zürich, Departement der Industriellen Betriebe",vbz_fahrzeiten_ogd_2020,05.01.2020 - 02.01.2021,['woechentlich'],Stadt Zürich,"['2021-01-11', '20:29:33.005836']",cc-zero
640,Grundlagendaten zur Publikation «Zürich 1799»,"Archäologie, Amt für Städtebau, Hochbaudepartement",zuerich-1799-grundlagendaten,Thematisch: 1799; Publikation: 2005,['keines'],Stadt Zürich ,"['2015-07-08', '13:36:25.307021']",cc-by-sa
641,Baustellen Kantonsstrassen (OGD) (kantonaler Datensatz),"Stab, Tiefbauamt, Kanton Zürich",ktzh_baustellen_kantonsstrassen__ogd_,,['laufende Nachfuehrung'],Kanton Zürich,"['2021-10-28', '03:08:10.432261']",cc-zero
642,Fahrzeiten der VBZ im SOLL-IST-Vergleich,"Verkehrsbetriebe Zürich, Departement der Industriellen Betriebe",vbz_fahrzeiten_ogd,ab 1.1.2021,['woechentlich'],Stadt Zürich,"['2019-07-29', '14:55:43.922193']",cc-zero
